,label,tid,time,day,poi,price,rating,weather
54212,819,22795,519,Sunday,7-Eleven,-1,7.3,Clouds
33063,472,13348,527,Friday,24 Central Park South,-1,-1.0,Clouds
6091,94,2590,1359,Saturday,Pizza World,1,-1.0,Clouds
41882,638,17775,372,Monday,MTA Subway - 219th St (2/5),-1,-1.0,Clear
61259,943,26123,1069,Sunday,Arriba Arriba,2,8.4,Clouds
18305,315,8935,694,Tuesday,Sutter Grocery,1,-1.0,Clouds
23964,359,10195,520,Tuesday,P.S. 76,-1,-1.0,Clear
22051,354,10025,818,Tuesday,MTA Subway - Neptune Ave (F),-1,-1.0,Fog
55542,842,23445,1174,Monday,Baruch College - William and Anita Newman Vertical Campus,-1,-1.0,Clear
49792,744,20795,1211,Friday,Time Life,-1,-1.0,Clouds
66548,1054,29130,824,Friday,Redbox,-1,6.6,Clouds
44178,673,18729,854,Monday,TD Bank,-1,6.3,Clouds
66549,1054,29130,843,Friday,MLB Fancave,-1,-1.0,Clouds
9549,172,4828,549,Tuesday,MTA Subway - 36th Ave (N/W),-1,-1.0,Clouds
23301,354,10047,1283,Thursday,Mobil,-1,6.3,Clear
27388,396,11212,884,Wednesday,Columbia University Medical Center Bookstore,-1,-1.0,Fog
62730,974,27035,1429,Monday,LIRR City Terminal Zone,-1,-1.0,Clouds
41667,638,17763,1183,Tuesday,Banana Republic,-1,6.9,Clouds
3209,73,1928,1245,Sunday,Unoppressive Non-Imperialist Bargain Books,-1,6.8,Clouds
64936,1017,28197,12,Tuesday,Pelham Bay Park,-1,8.9,Clouds
37334,529,14854,900,Tuesday,55 Fulton Market,-1,7.9,Rain
3151,73,1925,1092,Friday,Robert,-1,-1.0,Clear
18034,315,8929,1044,Monday,Sutter Grocery,1,-1.0,Clouds
42964,647,18045,517,Tuesday,ESPN,-1,-1.0,Clear
60187,922,25526,10,Saturday,Select Answering Service,-1,-1.0,Clear
6009,94,2575,1277,Sunday,Sharan Deli,1,-1.0,Rain
40197,596,16624,1248,Friday,Apple Garden State Plaza,-1,8.5,Clouds
25405,372,10609,1361,Friday,Rosa Mexicano,3,8.7,Clear
43632,660,18395,47,Saturday,Dustin's Dream,-1,-1.0,Clear
61807,951,26289,984,Sunday,Daffy's,-1,-1.0,Rain
47750,722,20144,1144,Wednesday,MTA Subway - 8th Ave (N),-1,-1.0,Clear
61726,951,26288,1305,Thursday,Good Stuff Diner,2,7.1,Clouds
4051,82,2226,1361,Saturday,TGI Fridays,2,6.4,Clear
12288,185,5211,942,Saturday,Chase Bank,-1,7.1,Clouds
41124,628,17490,490,Saturday,Bloomfield Barbershop,-1,-1.0,Clear
40407,612,17067,1128,Monday,Starbucks,2,6.9,Clear
11909,185,5199,731,Tuesday,Chase Bank,-1,7.1,Clear
36268,527,14795,1244,Tuesday,MTA Subway - 23rd St (R/W),-1,-1.0,Clouds
31837,458,12947,1181,Wednesday,Cafe Metro,1,-1.0,Clouds
18472,315,8938,833,Tuesday,Napoli's Pizza,1,8.5,Clear
25460,372,10613,1378,Friday,Wells Fargo,-1,6.3,Clear
27481,398,11251,588,Thursday,Queens College Quad,-1,-1.0,Clear
4944,84,2288,327,Thursday,Chubby Burgers & Chicken,1,5.5,Clear
17101,293,8244,672,Sunday,MECHY FOOD STORE,1,-1.0,Clouds
61776,951,26289,1254,Wednesday,MTA Subway - 125th St (1),-1,-1.0,Clouds
2019,56,1516,1410,Saturday,InFuse51,2,-1.0,Clear
36687,527,14801,706,Thursday,Harlem Pride,-1,-1.0,Clear
62787,976,27060,819,Thursday,Starbucks,1,6.6,Clouds
2743,70,1847,962,Friday,Times Square,-1,9.0,Clear
22724,354,10031,370,Wednesday,MTA Subway - Jay St/MetroTech (A/C/F/R),-1,-1.0,Clouds
51586,763,21273,1047,Sunday,Jamba Juice Penn Station,1,8.0,Clear
34104,484,13641,102,Sunday,Home,-1,-1.0,Clouds
4332,84,2279,1037,Monday,Cafe and Market,1,-1.0,Clear
47113,706,19729,971,Thursday,Burger King,1,6.2,Clear
10552,181,5075,16,Wednesday,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q),-1,-1.0,Clear
46133,702,19639,1046,Monday,Midtown Comics,-1,8.9,Clear
64825,1017,28193,1033,Thursday,Bay Plaza Shopping Center,-1,7.7,Clouds
13694,208,5842,783,Tuesday,Gorilla Cheese Truck NYC,2,6.9,Clear
45679,699,19530,1113,Friday,Brooklyn-Battery Tunnel (Hugh L. Carey Tunnel),-1,5.7,Clear
9412,172,4823,794,Wednesday,JSL Carpet Corporation,-1,-1.0,Clear
47273,708,19771,1413,Sunday,Moe's Southwest Grill,1,7.8,Clouds
8852,153,4272,65,Sunday,W New York - Downtown,-1,8.2,Clouds
35807,519,14603,668,Saturday,Washington Square Park,-1,9.6,Clouds
6630,95,2628,1277,Sunday,Wendy's,1,6.5,Clear
51012,754,21029,468,Tuesday,McMahon Hall,-1,-1.0,Clouds
12169,185,5208,489,Tuesday,Hottest Woman On Earth Hitting On Me,-1,-1.0,Clear
27567,398,11276,1087,Tuesday,Queens College,-1,-1.0,Clear
81,6,130,1035,Tuesday,"Q7, Q8",-1,-1.0,Clouds
61599,943,26149,1145,Tuesday,Madame Claude Wine,-1,8.7,Clouds
22783,354,10032,425,Monday,MTA Subway - Smith/9th St (F/G),-1,-1.0,Clear
23500,354,10057,1368,Monday,Rockefeller Plaza,-1,8.9,Clouds
638,14,329,722,Saturday,Food Emporium,-1,5.0,Clear
27885,422,11984,623,Saturday,Jay's,-1,-1.0,Clouds
30923,445,12577,967,Monday,MTA NYCT Bus Bx36,-1,-1.0,Clear
32732,472,13319,959,Thursday,106 Fulton Street,-1,-1.0,Clouds
37677,531,14898,873,Friday,Jack In The Box Schools,-1,-1.0,Clouds
40377,612,17065,1243,Tuesday,MTA Subway - Prince St (R/W),-1,-1.0,Clouds
39836,595,16577,1026,Sunday,Barnes & Noble,-1,8.1,Clouds
26287,384,10904,939,Monday,555 Club,2,-1.0,Clouds
18127,315,8930,1403,Wednesday,Jackson Hewitt Tax Service,-1,-1.0,Clouds
40678,617,17199,1052,Monday,Chops (Burgers & Grill),1,-1.0,Clouds
60829,934,25864,998,Saturday,GameStop,-1,6.9,Fog
26774,386,10949,516,Friday,Home,-1,-1.0,Clear
5585,90,2461,615,Friday,Gregory's Coffee,1,8.1,Clear
12807,185,5225,862,Monday,The Bush Hideout,3,-1.0,Clouds
59257,901,25002,146,Tuesday,GO Breakroom Zone 1,-1,-1.0,Rain
36830,527,14804,781,Thursday,MTA Subway - 125th St (4/5/6),-1,-1.0,Clouds
51367,754,21056,672,Wednesday,Lowenstein Building,-1,-1.0,Fog
12450,185,5215,987,Wednesday,Crowne Plaza Paramus,-1,-1.0,Clouds
33569,475,13427,536,Friday,Canvas,-1,-1.0,Clouds
43529,652,18181,137,Tuesday,My House,-1,-1.0,Clear
9253,171,4793,1314,Tuesday,Lili's 57,2,7.9,Clear
3276,73,1931,464,Friday,PS/MS 279,-1,-1.0,Clouds
60033,922,25506,1057,Saturday,Cuzin's Duzin,1,-1.0,Clear
6014,94,2576,1134,Tuesday,Masbia,1,-1.0,Clear
53796,816,22711,1124,Monday,Bergen Parking Lot,-1,-1.0,Clear
43663,660,18396,1397,Saturday,Lockbird Palace,-1,-1.0,Rain
66320,1047,28934,1328,Saturday,Dunkin' Donuts,1,7.7,Clouds
65942,1047,28908,959,Saturday,Mi Casa,-1,-1.0,Clear
7473,120,3290,918,Saturday,Star Two Nails,-1,-1.0,Fog
20349,347,9828,1336,Saturday,"Memorial Park, River Edge",-1,7.3,Clear
59892,916,25337,878,Tuesday,NJT - Exchange Place Light Rail Station,-1,-1.0,Clouds
59832,916,25334,1068,Wednesday,Jun's Residence,-1,-1.0,Clouds
62268,974,26996,889,Sunday,Ice Rink At Riverbank State Park,-1,6.4,Clouds
361,7,152,650,Saturday,Planet Fitness,-1,8.0,Clear
36524,527,14799,1373,Friday,D & F Deli,1,-1.0,Clear
12813,185,5225,182,Tuesday,My uncomfortable shitty bed :(,-1,-1.0,Clouds
40951,621,17282,897,Tuesday,UBS Financial Services Inc,-1,6.0,Clouds
24663,371,10565,1435,Sunday,Clearview Gardens,-1,-1.0,Clouds
56079,872,24244,990,Monday,FrozenPeaks,1,-1.0,Clear
39595,593,16528,1254,Tuesday,Posh Bar & Lounge,2,7.4,Clouds
56901,881,24448,1315,Monday,H&M,-1,7.1,Clear
14516,254,7176,1405,Thursday,Gallery Bar,2,-1.0,Clear
57004,881,24452,956,Wednesday,J's Big Gym,-1,5.6,Clear
4995,84,2290,695,Monday,Apple Visual Graphics,-1,-1.0,Clouds
5121,84,2291,359,Thursday,Pacific Palisades #1R,-1,-1.0,Clear
7694,120,3304,501,Friday,MTA Subway - Bay Parkway (N),-1,-1.0,Clouds
4455,84,2280,919,Friday,Hofbräu Bierhaus NYC,2,8.2,Clouds
24659,371,10565,818,Sunday,Smoke Corner,-1,-1.0,Clear
20851,349,9874,1203,Thursday,Lenwich by Lenny's,1,7.0,Clear
53051,773,21538,296,Monday,Morning Coffee,1,-1.0,Clear
40320,612,17060,584,Friday,MTA Subway - Fordham Rd (4),-1,-1.0,Clear
54255,819,22797,64,Saturday,MTA Subway - 1st Ave (L),-1,-1.0,Clear
1778,50,1345,1083,Wednesday,MTA Subway - Woodhaven Blvd (J/Z),-1,-1.0,Clouds
8330,138,3875,1077,Saturday,Hammer Of Funk,-1,-1.0,Clouds
17345,293,8250,776,Monday,MTA Subway - Utica Ave (A/C),-1,-1.0,Fog
33022,472,13345,799,Wednesday,16 Handles,1,8.4,Clear
9243,171,4792,477,Thursday,Starbucks,1,7.0,Clear
23653,355,10067,420,Tuesday,1661 West Farm Rd. Bx3a,-1,-1.0,Clear
2780,70,1852,1145,Saturday,Herald Square,-1,8.2,Clear
32459,458,12961,1182,Wednesday,MTA Subway - 57th St/7th Ave (N/Q/R/W),-1,-1.0,Clear
60932,934,25869,728,Monday,Duane Reade,-1,6.4,Clouds
14932,267,7513,995,Thursday,Costco Wholesale,-1,8.0,Clouds
16310,293,8228,748,Thursday,MTA Subway - Canal St (A/C/E),-1,-1.0,Clouds
932,19,472,657,Sunday,Berkshire Resident Garage,-1,-1.0,Clear
54613,820,22820,488,Tuesday,Transbridge Bus Line,-1,-1.0,Clear
28359,425,12035,21,Saturday,Team Brootal HQ,-1,-1.0,Clouds
55747,857,23828,1344,Monday,Casa de Kostovny,-1,-1.0,Clouds
46806,706,19722,647,Tuesday,Western Beef,-1,6.2,Clouds
16712,293,8239,1261,Thursday,Deli Grocery Lorimer & Jackson,1,-1.0,Clear
42836,646,18018,1420,Saturday,Pinkberry,1,-1.0,Clouds
7280,119,3273,1216,Friday,Saks Fifth Avenue,-1,9.0,Clouds
37452,531,14891,787,Thursday,Cresskill Pizza,1,7.5,Clouds
11882,185,5198,515,Sunday,my bed,3,-1.0,Clouds
44601,688,19163,968,Tuesday,Exhale Gramercy,-1,8.2,Clear
11178,185,5186,1055,Friday,Four Seasons,-1,-1.0,Clouds
55093,834,23193,772,Monday,Student Center,-1,-1.0,Clouds
59804,916,25333,1046,Tuesday,NJT - 22nd Street Light Rail Station,-1,-1.0,Clouds
26464,384,10911,1153,Friday,Sothys Spa,-1,7.7,Rain
55792,868,24096,1178,Wednesday,Mamoun's Falafel,1,9.1,Clear
64181,992,27483,604,Thursday,McAfee LLC,-1,-1.0,Clear
42390,645,17980,385,Wednesday,Dunkin Donuts,1,6.2,Clouds
13825,208,5854,1385,Wednesday,Attention HQ,-1,-1.0,Clear
25008,372,10578,1376,Saturday,Carlton Hotel,-1,-1.0,Clear
20717,349,9868,585,Sunday,David Geffen Hall,-1,9.3,Clear
35378,518,14545,996,Saturday,Taco Chulo,2,8.2,Clear
24822,371,10569,1053,Wednesday,Smoke Corner,-1,-1.0,Clouds
14130,246,6913,1056,Sunday,MTA Bus - M50,-1,-1.0,Clear
38868,582,16272,896,Friday,Barclays Center,-1,9.0,Clouds
1209,25,639,1203,Tuesday,Josie Robertson Plaza (Lincoln Center Plaza),-1,9.3,Clouds
57181,882,24463,1364,Tuesday,Beauty and Youth Spa,-1,7.4,Clear
37617,531,14896,1404,Tuesday,Greg & Cheryl's Place,-1,-1.0,Clouds
50824,752,20998,1078,Sunday,Bhavani Cash & Carry,-1,-1.0,Clear
58531,891,24731,579,Sunday,Bronx Park East Lot,-1,-1.0,Clear
19422,319,9010,726,Monday,MTA Subway - Manhattan Bridge (B/D/N/Q),-1,-1.0,Rain
54891,827,23039,1038,Sunday,Queens Archery Lanes & Pro Shop,-1,8.4,Clouds
52888,773,21516,1094,Saturday,Great Dragon,1,-1.0,Clouds
38676,582,16255,1008,Thursday,Municipal Credit Union,-1,6.1,Clouds
57543,885,24531,409,Tuesday,Mi Casa,-1,-1.0,Clouds
37829,533,14956,1174,Wednesday,Glen Ridge Country Club,-1,8.2,Clear
44747,688,19173,1306,Wednesday,Kingswood,4,-1.0,Clouds
2095,56,1520,156,Saturday,Nowhere Bar,1,7.7,Clouds
20710,349,9868,459,Sunday,The Mothaship,-1,-1.0,Rain
3058,70,1872,1198,Thursday,MTA Subway - Parkchester (6),-1,-1.0,Clear
36296,527,14795,1349,Saturday,Nadia's Apartment,-1,-1.0,Clouds
19414,319,9009,672,Thursday,Manhattan Bridge,-1,9.0,Clear
61891,951,26292,1088,Monday,MTA Subway - Rector St (R/W),-1,-1.0,Rain
14934,267,7513,1255,Friday,Foodtown,-1,6.6,Clear
52259,768,21369,21,Wednesday,A&P,-1,-1.0,Clear
38540,579,16208,595,Sunday,Macy's,-1,8.5,Clouds
25663,384,10890,80,Saturday,Pierpont Condo workout room,-1,-1.0,Clouds
33016,472,13344,851,Friday,16 Handles,1,8.4,Rain
34228,484,13651,398,Friday,MTA Subway - Bedford/Nostrand Aves (G),-1,-1.0,Clear
4204,84,2277,1406,Saturday,Dyckman Farmhouse Museum,-1,6.8,Clouds
46011,702,19621,1390,Tuesday,MTA Subway - Broad Channel (A/S),-1,-1.0,Clouds
53782,816,22709,1344,Friday,"Jefferson Ave, Tenafly NJ",-1,-1.0,Clear
51749,766,21318,879,Wednesday,H&M,-1,7.6,Clouds
10009,178,4989,1235,Tuesday,steve & romans,-1,-1.0,Clouds
24389,371,10561,822,Monday,Clearview Gardens,-1,-1.0,Clear
29010,439,12425,759,Thursday,Barnes & Noble,-1,-1.0,Clouds
62022,951,26295,791,Monday,Uptown Super Market,-1,-1.0,Clear
1624,34,937,1249,Monday,Park Plaza Diner,2,7.1,Clear
32807,472,13324,401,Thursday,Q111 Bus,-1,-1.0,Clear
56547,877,24358,20,Thursday,Paradise =),-1,-1.0,Clear
26274,384,10904,80,Monday,Red Ball Garage,-1,-1.0,Clear
29734,440,12458,1132,Friday,Pint,1,8.5,Clouds
46331,705,19709,479,Monday,CollegeBound Network,-1,-1.0,Clear
40623,617,17195,645,Saturday,BP,-1,6.0,Clouds
10759,184,5173,764,Saturday,MTA Bus - M101/M102/M103 - 75th and 3rd,-1,-1.0,Clear
10563,181,5075,1027,Friday,MTA Subway - 207th St (1),-1,-1.0,Clear
46580,706,19719,996,Friday,Redbox,-1,6.6,Clouds
50323,750,20914,1051,Friday,MTA Subway - Nostrand Ave (A/C),-1,-1.0,Clear
11623,185,5193,663,Wednesday,Four Seasons,-1,-1.0,Clouds
35275,518,14536,1053,Saturday,Terminal 5,-1,-1.0,Clouds
25999,384,10897,498,Monday,Les Halles,3,-1.0,Clouds
24682,371,10566,1348,Wednesday,Clearview Gardens,-1,-1.0,Clear
59194,901,24981,1423,Wednesday,Gate 18,-1,-1.0,Clouds
59225,901,25000,152,Monday,The Lair,-1,-1.0,Clouds
8988,154,4313,854,Wednesday,Bulletproof Comics,-1,7.3,Clear
37070,529,14827,916,Tuesday,New York City Police Department Headquarters,-1,-1.0,Clouds
20274,347,9825,539,Saturday,Teavana,2,7.9,Clear
16808,293,8240,895,Friday,WNYC Radio,-1,8.3,Clear
21885,354,10023,770,Friday,MTA Subway - 14th St/Union Square (4/5/6/L/N/Q/R/W),-1,-1.0,Clouds
620,12,309,1118,Thursday,BP,-1,6.8,Clear
4397,84,2279,797,Saturday,Carvel Ice Cream,1,6.6,Clear
31827,458,12947,677,Tuesday,Duane Reade,-1,5.9,Clouds
8230,138,3870,911,Wednesday,Lenox Hill Neighborhood House,-1,7.0,Clouds
24397,371,10561,1156,Monday,Fishtown USA,-1,7.0,Clouds
44174,673,18728,1036,Friday,Shvigers House,-1,-1.0,Clear
59004,900,24967,521,Tuesday,Arch Insurance,-1,-1.0,Clear
4538,84,2282,640,Monday,Convene at 730 Third Avenue,-1,-1.0,Clouds
66631,1054,29145,727,Wednesday,Joe's Official Sunday NFL Couch,-1,-1.0,Clouds
62672,974,27027,1427,Wednesday,LIRR City Terminal Zone,-1,-1.0,Clear
18421,315,8937,684,Friday,Sutter Grocery,1,-1.0,Clear
46849,706,19722,1373,Friday,BP,-1,6.1,Clear
64249,992,27506,1048,Monday,Frank's Pizzeria,1,-1.0,Clouds
605,12,295,1076,Monday,Q25 limited - College Point / 14 Ave. via Kissena Blvd. / 127 St.,-1,-1.0,Clouds
30875,445,12576,962,Tuesday,MTA Subway - 145th St (1),-1,-1.0,Rain
65679,1040,28741,540,Monday,CVS/pharmacy,-1,6.4,Clouds
46118,702,19634,1389,Wednesday,Home :],-1,-1.0,Clouds
40696,617,17201,1068,Wednesday,Chops (Burgers & Grill),1,-1.0,Clouds
18168,315,8931,1285,Tuesday,Starlight Dominican Beauty Salon,-1,-1.0,Rain
52651,768,21376,71,Wednesday,Shell,-1,6.1,Clouds
5131,84,2291,519,Thursday,Sentry Coat Check!,-1,-1.0,Clouds
16635,293,8237,885,Thursday,San Marco Pizzeria,1,7.2,Clouds
56184,872,24246,1280,Tuesday,MTA Bus - W. 72nd Street and Broadway (M5/M5LTD/M57/M72),-1,5.8,Clear
44480,682,19004,529,Tuesday,435 E 79 St,-1,-1.0,Clear
26910,390,11034,1014,Wednesday,The Crib,-1,-1.0,Clouds
60104,922,25513,856,Friday,Radicchio Pasta and Risotto Co.,3,-1.0,Clouds
64749,1017,28192,85,Friday,Pelham Bay Park,-1,8.9,Clouds
1532,34,925,383,Monday,House Of Jello,-1,-1.0,Clouds
56413,872,24251,204,Thursday,My Block,-1,-1.0,Clear
37804,533,14951,625,Sunday,Frankies Finish Line Car Wash,-1,6.5,Clear
64837,1017,28193,779,Sunday,Pelham Bay Park,-1,8.9,Clear
20024,344,9746,497,Monday,MTA Subway - Lexington Ave/59th St (4/5/6/N/R/W),-1,-1.0,Clear
60406,928,25687,843,Wednesday,Starbucks,1,6.5,Clouds
21779,354,10022,1250,Friday,659 Lounge,2,-1.0,Clear
13775,208,5847,853,Sunday,Jane,2,8.8,Clear
50636,750,20942,1135,Saturday,A+E Networks,-1,-1.0,Clouds
66231,1047,28914,524,Friday,MTA Subway - Lexington Ave/63rd St (F/Q),-1,-1.0,Clear
797,14,343,1190,Tuesday,Caffe Lavazza @ Eataly,1,8.2,Clear
11131,185,5185,971,Sunday,my bed,3,-1.0,Clouds
17184,293,8247,787,Monday,MTA Subway - Utica Ave (A/C),-1,-1.0,Clear
28553,432,12233,948,Friday,Rachel's Pad,-1,-1.0,Unknown
39684,593,16534,1276,Tuesday,Posh Bar & Lounge,2,7.4,Clear
36136,521,14665,403,Friday,MTA Subway - Avenue U (Q),-1,-1.0,Clouds
12913,187,5267,1382,Thursday,AMC Empire 25,-1,7.8,Clouds
15996,293,8220,82,Monday,MTA B46 To Kings Plaza,-1,-1.0,Clouds
15764,293,8214,681,Thursday,My house,-1,-1.0,Clouds
37239,529,14833,1233,Sunday,"Winterfell ""Winter is Coming""",-1,-1.0,Clear
16732,293,8239,703,Saturday,Andys Deli,1,-1.0,Clear
10976,184,5181,620,Saturday,Central Cafe,1,7.3,Clouds
30471,445,12567,865,Wednesday,Shake Shack,2,9.1,Clouds
14444,246,6935,756,Thursday,M57 - 57th & 2nd ave,-1,-1.0,Clear
8211,138,3868,583,Monday,Lenox Hill Neighborhood House,-1,7.0,Clear
31698,448,12670,121,Monday,Village Fried Chicken,1,-1.0,Clear
55937,868,24109,1033,Saturday,Barrage,2,7.9,Clear
7505,120,3291,950,Friday,MTA Subway - Bay Parkway (D),-1,-1.0,Clear
58552,895,24809,851,Tuesday,Dunkin' Donuts,1,7.8,Clear
22223,354,10026,504,Saturday,MTA Subway - Kings Highway (B/Q),-1,-1.0,Clear
34337,488,13734,1121,Saturday,Inwood Food Center,1,-1.0,Clear
19619,343,9698,1024,Monday,Jocy 99 Cent Discount,-1,-1.0,Clouds
56474,872,24252,183,Tuesday,Chase Bank,-1,7.7,Clouds
37090,529,14827,869,Sunday,"Winterfell ""Winter is Coming""",-1,-1.0,Clouds
63699,990,27432,727,Friday,VOILÀ hotel -  St Giles The Court,-1,-1.0,Clouds
16130,293,8223,1243,Friday,San Marco Pizzeria,1,7.2,Clear
57281,882,24467,1332,Wednesday,C-Town Supermarkets,-1,5.9,Clouds
33976,484,13637,1004,Thursday,MTA Subway - 47th-50th St/Rockefeller Center (B/D/F/M),-1,-1.0,Clear
12737,185,5223,1032,Friday,Bergen County Vocational High School,-1,-1.0,Clouds
43717,660,18400,1378,Tuesday,Spain Restaurant,1,7.3,Rain
52872,773,21516,956,Friday,Dunkin Donuts,1,6.1,Clear
40994,621,17283,646,Wednesday,The Romero Household,-1,-1.0,Clouds
29833,440,12481,530,Monday,MTA Subway - Forest Hills/71st Ave (E/F/M/R),-1,-1.0,Clouds
32768,472,13320,611,Friday,Subway,1,6.2,Clear
7814,121,3327,823,Wednesday,Google New York,-1,-1.0,Clouds
32578,461,13021,1198,Monday,The Cheesecake Factory,2,8.5,Clear
49618,742,20751,470,Saturday,Yankeemania,-1,-1.0,Clear
10071,178,4992,743,Monday,Rite Aid,-1,6.9,Clear
64489,1016,28165,479,Wednesday,New Milford High School,-1,-1.0,Clouds
22048,354,10025,811,Tuesday,MTA Subway - Bay Pkwy (F),-1,-1.0,Fog
61860,951,26291,420,Thursday,The House of Me,-1,-1.0,Clouds
52989,773,21521,310,Monday,Retro Fitness,-1,7.1,Clouds
22633,354,10030,431,Saturday,Williamsburg Bridge,-1,-1.0,Clear
42462,645,17984,941,Tuesday,Dunkin Donuts,1,6.2,Clouds
35872,521,14649,1053,Thursday,MTA Subway - 42nd St/Grand Central (4/5/6/7/S),-1,-1.0,Clear
14129,246,6913,1046,Sunday,Upstairs,3,8.3,Clear
10943,184,5180,1277,Monday,Maria Hernandez Park,-1,8.2,Clear
19887,344,9734,1392,Monday,Carlo's House,-1,-1.0,Clear
15370,280,7836,963,Wednesday,Natural Frontier Market,-1,8.0,Clouds
24395,371,10561,984,Monday,Momma Dukes House,-1,-1.0,Clouds
12870,187,5265,1111,Wednesday,CVS/pharmacy,-1,7.1,Clouds
46052,702,19623,997,Wednesday,special memories,-1,-1.0,Clear
17159,293,8246,93,Friday,Broadway Deli,1,-1.0,Clouds
8881,153,4278,862,Thursday,Highline Stages,-1,-1.0,Clear
24546,371,10563,1281,Saturday,Clearview Gardens,-1,-1.0,Clear
15639,293,8211,738,Friday,Lexington Ave,-1,-1.0,Clear
46927,706,19723,1357,Wednesday,McDonald's,1,5.5,Clear
15130,267,7529,1162,Saturday,Park Billiards,-1,7.8,Clear
42729,646,18014,1073,Tuesday,Burger Creations,2,-1.0,Clouds
28586,432,12235,1205,Sunday,Audubon Avenue,-1,-1.0,Clouds
35314,518,14539,1388,Friday,Tartinery,2,8.4,Clear
51298,754,21052,853,Monday,Lowenstein Building,-1,-1.0,Unknown
49349,742,20735,843,Wednesday,MTA Subway - Montrose Ave (L),-1,-1.0,Fog
19318,315,8962,377,Thursday,Bolla Market - Conduit & Liberty,-1,-1.0,Clear
56483,872,24252,1330,Tuesday,Trader Joe's,-1,8.6,Clouds
3064,73,1921,745,Wednesday,McDonald's,1,6.0,Clear
56336,872,24250,888,Tuesday,Famous Deli,1,-1.0,Clouds
26877,390,11032,826,Monday,The Half King,2,7.2,Clear
16854,293,8241,736,Wednesday,MTA Subway - Utica Ave (A/C),-1,-1.0,Clouds
55750,857,23828,1245,Thursday,Casa de MP,-1,-1.0,Clear
6840,99,2712,542,Monday,North Jersey Orthopedics Specialists,-1,-1.0,Clear
6114,94,2597,1228,Thursday,Congregation Derech Yisroel,-1,-1.0,Clouds
35396,518,14548,543,Tuesday,Tumblr HQ,-1,-1.0,Clear
59987,916,25347,399,Monday,Columbus Circle,-1,9.2,Clear
4702,84,2284,983,Wednesday,TIAA-CREF,-1,-1.0,Clouds
5110,84,2291,358,Wednesday,MTA Subway - 30th Ave (N/W),-1,-1.0,Clouds
58573,895,24810,433,Wednesday,Dunkin' Donuts,1,5.8,Clouds
38167,546,15317,624,Saturday,McDonald's,1,5.6,Clear
14928,267,7513,1068,Tuesday,Rite Aid,-1,6.0,Clouds
21184,349,9889,530,Tuesday,Planet Fitness,-1,6.0,Clouds
41385,628,17512,802,Saturday,McDonald's,1,5.5,Clouds
33107,472,13351,524,Wednesday,Q111 Bus,-1,-1.0,Fog
32465,458,12962,609,Tuesday,Glenwood Gourment Deli & Grocery,1,-1.0,Clear
47501,718,20036,995,Saturday,Macombs Dam Bridge,-1,-1.0,Clear
58797,895,24823,1411,Friday,Home,-1,-1.0,Clouds
52128,767,21346,852,Monday,Molly's Milk Truck,1,-1.0,Clouds
3467,81,2173,836,Wednesday,New York Public Library Terrace,-1,9.4,Clear
12511,185,5216,736,Saturday,Garden State Parkway Park & Ride,-1,-1.0,Clear
36878,527,14809,807,Thursday,D & F Deli,1,-1.0,Clear
20245,347,9824,530,Saturday,Teavana,2,7.9,Clear
37645,531,14897,887,Monday,Ward's 5 & 10,-1,-1.0,Clouds
40502,617,17188,1145,Wednesday,Chops (Burgers & Grill),1,-1.0,Clouds
51651,763,21279,412,Friday,MTA Subway - Atlantic Ave/Barclays Center (B/D/N/Q/R/2/3/4/5),-1,-1.0,Clouds
604,12,295,417,Monday,Jose's Colombian Coffee Truck,1,-1.0,Clouds
66768,1055,29155,853,Thursday,Dean & DeLuca,-1,8.7,Clear
29545,440,12453,1415,Tuesday,White Star Bar,2,8.9,Clouds
66705,1055,29151,1279,Thursday,Bank of America,-1,6.0,Clouds
760,14,339,461,Monday,Madison Square Park,-1,9.6,Clouds
15198,280,7831,1239,Tuesday,Tasti D-Lite,1,7.9,Clear
42868,646,18019,924,Sunday,STELLAAAAA!,-1,-1.0,Clouds
3073,73,1922,1298,Monday,THE SUTTON,-1,-1.0,Clouds
50054,745,20818,687,Sunday,Toloache,3,9.0,Rain
66741,1055,29153,994,Thursday,CVS/Pharmacy,-1,5.4,Clear
41807,638,17770,357,Tuesday,MTA Subway - 86th St (4/5/6),-1,-1.0,Clear
58950,900,24961,749,Friday,Teppan Bar & Grill,3,8.0,Clear
14929,267,7513,477,Wednesday,Workmen's Circle MultiCare Center,-1,-1.0,Clouds
46769,706,19721,1391,Friday,Key Food,-1,6.5,Clear
4433,84,2280,956,Wednesday,Yale Club of New York City,-1,-1.0,Clouds
65332,1025,28390,1190,Friday,The Lab,-1,-1.0,Clear
35937,521,14652,503,Wednesday,MTA Subway - Manhattan Bridge (B/D/N/Q),-1,-1.0,Rain
25877,384,10893,1,Friday,NYCDOE/DIIT Renaissance Conference Room,-1,-1.0,Clear
16871,293,8241,931,Saturday,United Cigars Inc.,-1,-1.0,Clouds
39159,585,16360,1246,Thursday,Oakland Cemetery,-1,-1.0,Clear
61007,934,25875,939,Sunday,Abingdon Square Park,-1,8.7,Clear
5844,90,2485,660,Thursday,Gregory's Coffee,1,8.1,Clear
32181,458,12952,376,Saturday,Tingué Bungalow,-1,-1.0,Clear
13567,207,5829,1274,Wednesday,RayRay and Tiny's Cave,-1,-1.0,Clear
